Codigo,Fecha,Personal,Equipo de Medida,Distancia,Angulo superior,Angulo inferior,Altura 1 (cm),Altura 2 (cm),Altura total (cm),Circunferencia Pecho (cm),DAP,Circunferencia Base (cm),DAB,Estado,Observaciones,Isla,Sitio específico,Latitud,Longitud,Altitud,
385,18/4/2023,Danyer Zambrano,metro,,,,,,820,37,11.77746579,53,,Bueno,,Floreana,Anibal Sanmiguel,,,,
387,18/4/2023,Danyer Zambrano,metro,,,,,,812,48,15.27887454,74,,Bueno,,Floreana,Anibal Sanmiguel,,,,
388,18/4/2023,Danyer Zambrano,metro,,,,,,680,71,22.60000192,58,,Bueno,,Floreana,Anibal Sanmiguel,,,,
392,18/4/2023,Danyer Zambrano,metro,,,,,,743,41,13.05070533,56,,Bueno,,Floreana,Anibal Sanmiguel,,,,
393,18/4/2023,Danyer Zambrano,metro,,,,,,725,52,16.55211408,66,,Bueno,,Floreana,Anibal Sanmiguel,,,,
394,18/4/2023,Danyer Zambrano,metro,,,,,,712,48,15.27887454,72,,Bueno,,Floreana,Anibal Sanmiguel,,,,
395,18/4/2023,Danyer Zambrano,metro,,,,,,815,33,10.50422624,46,,Bueno,,Floreana,Anibal Sanmiguel,,,,
399,18/4/2023,Danyer Zambrano,metro,,,,,,854,47,14.96056465,65,,Bueno,,Floreana,Anibal Sanmiguel,,,,
401,18/4/2023,Danyer Zambrano,metro,,,,,,0,0,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
404,18/4/2023,Danyer Zambrano,metro,,,,,,0,0,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
408,18/4/2023,Danyer Zambrano,metro,,,,,,0,0,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
415,18/4/2023,Danyer Zambrano,metro,,,,,,678,40,12.73239545,62,,Bueno,,Floreana,Anibal Sanmiguel,,,,
416,18/4/2023,Danyer Zambrano,metro,,,,,,686,69,21.96338215,78,,Bueno,,Floreana,Anibal Sanmiguel,,,,
418,18/4/2023,Danyer Zambrano,metro,,,,,,603,41,13.05070533,54,,Bueno,,Floreana,Anibal Sanmiguel,,,,
419,18/4/2023,Danyer Zambrano,metro,,,,,,0,0,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
420,18/4/2023,Danyer Zambrano,metro,,,,,,718,32,10.18591636,44,,Bueno,,Floreana,Anibal Sanmiguel,,,,
423,18/4/2023,Danyer Zambrano,metro,,,,,,745,54,17.18873385,104,,Bueno,,Floreana,Anibal Sanmiguel,,,,
463,18/4/2023,Danyer Zambrano,metro,,,,,,528,36,11.4591559,52,,Bueno,,Floreana,Anibal Sanmiguel,,,,
464,18/4/2023,Danyer Zambrano,metro,,,,,,506,47,14.96056465,30,,Bueno,,Floreana,Anibal Sanmiguel,,,,
465,18/4/2023,Danyer Zambrano,metro,,,,,,593,112,35.65070725,72,,Bueno,,Floreana,Anibal Sanmiguel,,,,
473,18/4/2023,Danyer Zambrano,metro,,,,,,625,47,14.96056465,86,,Bueno,,Floreana,Anibal Sanmiguel,,,,
477,18/4/2023,Danyer Zambrano,metro,,,,,,915,52,16.55211408,64,,Bueno,,Floreana,Anibal Sanmiguel,,,,
479,18/4/2023,Danyer Zambrano,metro,,,,,,821,36,11.4591559,50,,Bueno,,Floreana,Anibal Sanmiguel,,,,
480,18/4/2023,Danyer Zambrano,metro,,,,,,819,70,22.28169203,112,,Bueno,,Floreana,Anibal Sanmiguel,,,,
482,18/4/2023,Danyer Zambrano,metro,,,,,,0,0,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
484,18/4/2023,Danyer Zambrano,metro,,,,,,770,32,10.18591636,79,,Bueno,,Floreana,Anibal Sanmiguel,,,,
487,18/4/2023,Danyer Zambrano,metro,,,,,,0,0,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
489,18/4/2023,Danyer Zambrano,metro,,,,,,665,32,10.18591636,80,,Bueno,,Floreana,Anibal Sanmiguel,,,,
522,18/4/2023,Danyer Zambrano,metro,,,,,,586,52,16.55211408,60,,Bueno,,Floreana,Anibal Sanmiguel,,,,
523,18/4/2023,Danyer Zambrano,metro,,,,,,821,60,19.09859317,87,,Bueno,,Floreana,Anibal Sanmiguel,,,,
525,18/4/2023,Danyer Zambrano,metro,,,,,,678,46,14.64225476,68,,Bueno,,Floreana,Anibal Sanmiguel,,,,
528,18/4/2023,Danyer Zambrano,metro,,,,,,,,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
14314,23/10/2023,Sharon López,metro,,,,,,548,34,10.82253613,46,14.64225476,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14331,23/10/2023,Sharon López,metro,,,,,,565,34,10.82253613,42,13.36901522,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14330,23/10/2023,Sharon López,metro,,,,,,403,18,5.729577951,20,6.366197724,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14346,23/10/2023,Sharon López,metro,,,,,,492,38,12.09577567,52,16.55211408,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14345,23/10/2023,Sharon López,metro,,,,,,594,28,8.912676813,32,10.18591636,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14347,23/10/2023,Sharon López,metro,,,,,,536,35,11.14084602,47,14.96056465,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14365,23/10/2023,Sharon López,metro,,,,,,622,32,10.18591636,37,11.77746579,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14364,23/10/2023,Sharon López,metro,,,,,,539,30,9.549296586,32,10.18591636,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14326,23/10/2023,Sharon López,metro,,,,,,520,27,8.594366927,37,11.77746579,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14329,23/10/2023,Sharon López,metro,,,,,,523,29,9.230986699,36,11.4591559,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14325,23/10/2023,Sharon López,metro,,,,,,700,40,12.73239545,53,16.87042397,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14328,23/10/2023,Sharon López,metro,,,,,,690,36,11.4591559,44,14.00563499,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14327,23/10/2023,Sharon López,metro,,,,,,673,45,14.32394488,54,17.18873385,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14324,23/10/2023,Sharon López,metro,,,,,,675,38,12.09577567,42,13.36901522,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14322,23/10/2023,Sharon López,metro,,,,,,569,37,11.77746579,47,14.96056465,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14321,23/10/2023,Sharon López,metro,,,,,,500,30,9.549296586,47,14.96056465,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14320,23/10/2023,Sharon López,metro,,,,,,589,37,11.77746579,44,14.00563499,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14337,23/10/2023,Sharon López,metro,,,,,,435,25,7.957747155,23,7.321127382,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14336,23/10/2023,Sharon López,metro,,,,,,429,26,8.276057041,33,10.50422624,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14335,23/10/2023,Sharon López,metro,,,,,,332,35,11.14084602,46,14.64225476,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14350,23/10/2023,Sharon López,metro,,,,,,725,34,10.82253613,36,11.4591559,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14354,23/10/2023,Sharon López,metro,,,,,,740,32,10.18591636,30,9.549296586,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14356,23/10/2023,Sharon López,metro,,,,,,597,20,6.366197724,23,7.321127382,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14353,23/10/2023,Sharon López,metro,,,,,,730,37,11.77746579,43,13.68732511,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14352,23/10/2023,Sharon López,metro,,,,,,658,29,9.230986699,37,11.77746579,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14357,23/10/2023,Sharon López,metro,,,,,,720,38,12.09577567,41,13.05070533,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14314,23/10/2023,Sharon López,metro,,,,,,519,36,11.4591559,37,11.77746579,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14299,23/10/2023,Sharon López,metro,,,,,,648,30,9.549296586,50,15.91549431,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14301,23/10/2023,Sharon López,metro,,,,,,632,31,9.867606472,38,12.09577567,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14302,23/10/2023,Sharon López,metro,,,,,,594,30,9.549296586,41,13.05070533,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14304,23/10/2023,Sharon López,metro,,,,,,630,29,9.230986699,42,13.36901522,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14307,23/10/2023,Sharon López,metro,,,,,,720,42,13.36901522,57,18.14366351,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14318,23/10/2023,Sharon López,metro,,,,,,423,30,9.549296586,43,13.68732511,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14319,23/10/2023,Sharon López,metro,,,,,,637,29,9.230986699,48,15.27887454,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14332,23/10/2023,Sharon López,metro,,,,,,584,43,13.68732511,51,16.2338042,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14342,23/10/2023,Sharon López,metro,,,,,,625,46.32493929,14.74568615,39,12.41408556,Bueno,"3 ramas: 27,29,24",Santa Cruz,Finca Mario Piu 2,,,,
14341,23/10/2023,Sharon López,metro,,,,,,681,43,13.68732511,47,14.96056465,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14334,23/10/2023,Sharon López,metro,,,,,,601,37,11.77746579,42,13.36901522,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14340,23/10/2023,Sharon López,metro,,,,,,625,38,12.09577567,43,13.68732511,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14351,23/10/2023,Sharon López,metro,,,,,,655,40,12.73239545,43,13.68732511,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14358,23/10/2023,Sharon López,metro,,,,,,598,31,9.867606472,47,14.96056465,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14360,23/10/2023,Sharon López,metro,,,,,,625,28,8.912676813,32,10.18591636,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14374,23/10/2023,Sharon López,metro,,,,,,548,34,10.82253613,38,12.09577567,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14371,23/10/2023,Sharon López,metro,,,,,,302,27,8.594366927,32,10.18591636,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14369,23/10/2023,Sharon López,metro,,,,,,486,32,10.18591636,35,11.14084602,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14368,23/10/2023,Sharon López,metro,,,,,,510,38,12.09577567,40,12.73239545,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14300,23/10/2023,Sharon López,metro,,,,,,525,25,7.957747155,38,12.09577567,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14305,23/10/2023,Sharon López,metro,,,,,,602,34,10.82253613,40,12.73239545,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14315,23/10/2023,Sharon López,metro,,,,,,508,32,10.18591636,38,12.09577567,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14362,23/10/2023,Sharon López,metro,,,,,,585,38,12.09577567,41,13.05070533,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14359,23/10/2023,Sharon López,metro,,,,,,584,32,10.18591636,35,11.14084602,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14363,23/10/2023,Sharon López,metro,,,,,,602,38,12.09577567,45,14.32394488,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14348,23/10/2023,Sharon López,metro,,,,,,678,42,13.36901522,44,14.00563499,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14349,23/10/2023,Sharon López,metro,,,,,,654,38,12.09577567,42,13.36901522,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14372,23/10/2023,Sharon López,metro,,,,,,485,23,7.321127382,31,9.867606472,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14366,23/10/2023,Sharon López,metro,,,,,,562,32,10.18591636,38,12.09577567,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14308,23/10/2023,Sharon López,metro,,,,,,685,42,13.36901522,44,14.00563499,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14317,23/10/2023,Sharon López,metro,,,,,,592,32,10.18591636,36,11.4591559,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14311,23/10/2023,Sharon López,metro,,,,,,692,40,12.73239545,45,14.32394488,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14313,23/10/2023,Sharon López,metro,,,,,,500,28,8.912676813,35,11.14084602,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14367,23/10/2023,Sharon López,metro,,,,,,566,31,9.867606472,37,11.77746579,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14323,23/10/2023,Sharon López,metro,,,,,,722,44,14.00563499,48,15.27887454,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14310,23/10/2023,Sharon López,metro,,,,,,585,27,8.594366927,31,9.867606472,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14370,23/10/2023,Sharon López,metro,,,,,,615,33,10.50422624,35,11.14084602,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14375,23/10/2023,Sharon López,metro,,,,,,622,40,12.73239545,42,13.36901522,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14377,23/10/2023,Sharon López,metro,,,,,,649,43,13.68732511,48,15.27887454,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
14378,23/10/2023,Sharon López,metro,,,,,,510,27,8.594366927,35,11.14084602,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
9640,19/10/2023,Sharon López,metro,,,,,,1095,59,18.78028328,72,22.91831181,Bueno,,Santa Cruz,Finca Mario Piu 2,,,,
9639,19/10/2023,Sharon López,metro,,,,,,952,60,19.09859317,66,21.00845249,Bueno,,Santa Cruz,Finca Mario Piu ,,,,
9645,19/10/2023,Sharon López,metro,,,,,,,52,16.55211408,70,22.28169203,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9649,19/10/2023,Sharon López,metro,,,,,,628,42.72001873,13.5982043,60,19.09859317,Bueno,"3 ramas: 30,21,22",Santa Cruz,Finca Mario Piu ,,,,
9652,19/10/2023,Sharon López,metro,,,,,,668,42.52058325,13.53472202,53,16.87042397,Bueno,"2 ramas: 28,32",Santa Cruz,Finca Mario Piu ,,,,
9655,19/10/2023,Sharon López,metro,,,,,,,35,11.14084602,45,14.32394488,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9657,19/10/2023,Sharon López,metro,,,,,,,32,10.18591636,48,15.27887454,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9677,19/10/2023,Sharon López,metro,,,,,,1000,67,21.32676237,74,23.55493158,Bueno,,Santa Cruz,Finca Mario Piu ,,,,
9664,19/10/2023,Sharon López,metro,,,,,,,59.74110812,19.01618533,65,20.6901426,Muerto,"Muerto 3 ramas: 38,35,30",Santa Cruz,Finca Mario Piu ,,,,
9666,19/10/2023,Sharon López,metro,,,,,,,40,12.73239545,48,15.27887454,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9806,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9812,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9680,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9817,19/10/2023,Sharon López,metro,,,,,,968,58,18.46193023,63,20.053527,Bueno,,Santa Cruz,Finca Mario Piu ,,,,
9719,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9688,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9686,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9736,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9731,19/10/2023,Sharon López,metro,,,,,,986,50.93132631,16.21194468,61,19.4169071,Bueno,"2 ramas:  35, 37",Santa Cruz,Finca Mario Piu ,,,,
7811,19/10/2023,Sharon López,metro,,,,,,730,51.11751168,16.27120932,57,18.14366729,Bueno,"4 ramas: 31,24,26,20",Santa Cruz,Finca Mario Piu ,,,,
9756,19/10/2023,Sharon López,metro,,,,,,820,60.71243695,19.32536889,86,27.37465591,Bueno,"3 ramas: 31,31,42",Santa Cruz,Finca Mario Piu ,,,,
9609,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9799,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9760,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9767,19/10/2023,Sharon López,metro,,,,,,942,37,11.77743825,42,13.369018,Bueno,,Santa Cruz,Finca Mario Piu ,,,,
9783,19/10/2023,Sharon López,metro,,,,,,820,29,9.230965113,32,10.18591848,Bueno,,Santa Cruz,Finca Mario Piu ,,,,
9780,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9775,19/10/2023,Sharon López,metro,,,,,,934,36,11.45912911,41,13.05070805,Bueno,,Santa Cruz,Finca Mario Piu ,,,,
9776,19/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,Santa Cruz,Finca Mario Piu ,,,,
9773,19/10/2023,Sharon López,metro,,,,,,873,32,10.18589254,41,13.05070805,Bueno,,Santa Cruz,Finca Mario Piu ,,,,
9771,19/10/2023,Sharon López,metro,,,,,,820,25,7.957728546,37,11.77746824,Bueno,,Santa Cruz,Finca Mario Piu ,,,,
9749,20/10/2023,Sharon López,metro,,,,,,1010,33,10.50420168,38,12.09577819,Bueno,,Santa Cruz,Finca Mario Piu ,,,,
9745,21/10/2023,Sharon López,metro,,,,,,788,43,13.6872931,55,17.50704738,Bueno,,Santa Cruz,Finca Mario Piu ,,,,
9774,22/10/2023,Sharon López,metro,,,,,,,,,,,Muerto,Muerto,,Finca Mario Piu ,,,,
16992,2/11/2023,Sharon López,metro,,,,,,180,27.6,8.785332315,27.6,8.785354686,Bueno,,San Cristóbal,Finca Amangala ,,,,
16276,2/11/2023,Sharon López,metro,,,,,,50,3.4,1.082251082,3.4,1.082253838,Bueno,,San Cristóbal,Finca Amangala ,,,,
16278,2/11/2023,Sharon López,metro,,,,,,176,23.6,7.512095747,23.6,7.512114877,Bueno,,San Cristóbal,Finca Amangala ,,,,
16277,2/11/2023,Sharon López,metro,,,,,,215,27.6,8.785332315,27.6,8.785354686,Bueno,,San Cristóbal,Finca Amangala ,,,,
16279,2/11/2023,Sharon López,metro,,,,,,144,21.5,6.84364655,21.5,6.843663977,Bueno,,San Cristóbal,Finca Amangala ,,,,
16280,2/11/2023,Sharon López,metro,,,,,,183,23.4,7.448433919,23.4,7.448452886,Bueno,,San Cristóbal,Finca Amangala ,,,,
16288,2/11/2023,Sharon López,metro,,,,,,207,21.3,6.779984721,21.3,6.780001986,Bueno,,San Cristóbal,Finca Amangala ,,,,
16303,2/11/2023,Sharon López,metro,,,,,,181,20.8,6.62083015,20.8,6.62084701,Bueno,,San Cristóbal,Finca Amangala ,,,,
16287,2/11/2023,Sharon López,metro,,,,,,195,29.74357073,9.467672615,41,13.05070805,Bueno,"2 ramas desde la base: 15.8,25.2",San Cristóbal,Finca Amangala ,,,,
16307,2/11/2023,Sharon López,metro,,,,,,134,12,3.819709702,12,3.819719429,Bueno,,San Cristóbal,Finca Amangala ,,,,
16306,2/11/2023,Sharon López,metro,,,,,,220,28.5,9.071810542,28.5,9.071833644,Bueno,,San Cristóbal,Finca Amangala ,,,,
16317,2/11/2023,Sharon López,metro,,,,,,206,20,6.366182837,20,6.366199048,Bueno,,San Cristóbal,Finca Amangala ,,,,
16325,2/11/2023,Sharon López,metro,,,,,,132,24.4,7.766743061,24.4,7.766762839,Bueno,,San Cristóbal,Finca Amangala ,,,,
16338,2/11/2023,Sharon López,metro,,,,,,,24.5,7.798573975,24.5,7.798593834,Bueno,No se tomó altura ,San Cristóbal,Finca Amangala ,,,,
16348,2/11/2023,Sharon López,metro,,,,,,166,22,7.00280112,22,7.002818953,Bueno,,San Cristóbal,Finca Amangala ,,,,
16368,2/11/2023,Sharon López,metro,,,,,,178,16.2,5.156608098,16.2,5.156621229,Bueno,,San Cristóbal,Finca Amangala ,,,,
16425,2/11/2023,Sharon López,metro,,,,,,236,20.5,6.525337408,20.5,6.525354024,Bueno,,San Cristóbal,Finca Amangala ,,,,
16369,2/11/2023,Sharon López,metro,,,,,,212,116.8,37.17850777,116.8,37.17860244,Bueno,,San Cristóbal,Finca Amangala ,,,,
16432,2/11/2023,Sharon López,metro,,,,,,234,18.2,5.793226381,18.2,5.793241134,Bueno,,San Cristóbal,Finca Amangala ,,,,
16431,2/11/2023,Sharon López,metro,,,,,,221,25,7.957728546,25,7.95774881,Bueno,,San Cristóbal,Finca Amangala ,,,,
16444,2/11/2023,Sharon López,metro,,,,,,215,23.4,7.448433919,23.4,7.448452886,Bueno,,San Cristóbal,Finca Amangala ,,,,
16445,2/11/2023,Sharon López,metro,,,,,,216,18,5.729564553,18,5.729579143,Bueno,,San Cristóbal,Finca Amangala ,,,,
16361,2/11/2023,Sharon López,metro,,,,,,210,20.55261541,6.54210067,28.9,9.199157625,Bueno,"2 ramas desde la base: 12.9,16",San Cristóbal,Finca Amangala ,,,,
16360,2/11/2023,Sharon López,metro,,,,,,251,16.19907405,5.156325416,18.7,5.95239611,Bueno,"4 ramas desde el pecho: 8.4, 7.1, 8.8, 8",San Cristóbal,Finca Amangala ,,,,
16359,2/11/2023,Sharon López,metro,,,,,,283,23.4,7.448433919,23.4,7.448452886,Bueno,,San Cristóbal,Finca Amangala ,,,,
16346,2/11/2023,Sharon López,metro,,,,,,180,19.2,6.111535523,19.2,6.111551086,Bueno,,San Cristóbal,Finca Amangala ,,,,
16345,2/11/2023,Sharon López,metro,,,,,,250,25.8,8.212375859,25.8,8.212396772,Bueno,,San Cristóbal,Finca Amangala ,,,,
16344,2/11/2023,Sharon López,metro,,,,,,310,19.83633031,6.314100042,20.3,6.461692034,Bueno,"4 ramas desde el pecho: 9.7,10.9,9.3,9.7",San Cristóbal,Finca Amangala ,,,,
16349,2/11/2023,Sharon López,metro,,,,,,215,17.2,5.47491724,17.2,5.474931181,Bueno,,San Cristóbal,Finca Amangala ,,,,
16342,2/11/2023,Sharon López,metro,,,,,,231,37.3,11.87293099,37.3,11.87296122,Bueno,,San Cristóbal,Finca Amangala ,,,,
16341,2/11/2023,Sharon López,metro,,,,,,158,16.9,5.379424497,16.9,5.379438196,Bueno,,San Cristóbal,Finca Amangala ,,,,
16340,2/11/2023,Sharon López,metro,,,,,,170,22.1,7.034632035,22.1,7.034649948,Bueno,,San Cristóbal,Finca Amangala ,,,,
16347,2/11/2023,Sharon López,metro,,,,,,230,24.3,7.734912147,24.3,7.734931843,Bueno,,San Cristóbal,Finca Amangala ,,,,
16339,2/11/2023,Sharon López,metro,,,,,,,22.3,7.098293863,22.3,7.098311939,Bueno,No se tomó altura ,San Cristóbal,Finca Amangala ,,,,
16329,2/11/2023,Sharon López,metro,,,,,,158,24.5,7.798573975,35.5,11.30000331,Bueno,,San Cristóbal,Finca Amangala ,,,,
16331,2/11/2023,Sharon López,metro,,,,,,200,9.8,3.11942959,9.8,3.119437534,Bueno,,San Cristóbal,Finca Amangala ,,,,
16327,2/11/2023,Sharon López,metro,,,,,,200,31.3,9.96307614,31.3,9.96310151,Bueno,,San Cristóbal,Finca Amangala ,,,,
16330,2/11/2023,Sharon López,metro,,,,,,182,21.7,6.907308378,21.7,6.907325967,Bueno,,San Cristóbal,Finca Amangala ,,,,
16314,2/11/2023,Sharon López,metro,,,,,,170,26.1,8.307868602,26.1,8.307889758,Bueno,,San Cristóbal,Finca Amangala ,,,,
16315,2/11/2023,Sharon López,metro,,,,,,210,25.2,8.021390374,25.2,8.021410801,Bueno,,San Cristóbal,Finca Amangala ,,,,
16316,2/11/2023,Sharon López,metro,,,,,,240,18.4,5.85688821,18.4,5.856903124,Bueno,,San Cristóbal,Finca Amangala ,,,,
16317,2/11/2023,Sharon López,metro,,,,,,206,19.8,6.302521008,19.8,6.302537058,Bueno,,San Cristóbal,Finca Amangala ,,,,
16326,2/11/2023,Sharon López,metro,,,,,,188,19,6.047873695,19,6.047889096,Bueno,,San Cristóbal,Finca Amangala ,,,,
16308,2/11/2023,Sharon López,metro,,,,,,216,33.3,10.59969442,33.3,10.59972142,Bueno,,San Cristóbal,Finca Amangala ,,,,
16310,2/11/2023,Sharon López,metro,,,,,,190,17.4,5.538579068,17.4,5.538593172,Bueno,,San Cristóbal,Finca Amangala ,,,,
16309,2/11/2023,Sharon López,metro,,,,,,240,32,10.18589254,32,10.18591848,Bueno,,San Cristóbal,Finca Amangala ,,,,
16284,2/11/2023,Sharon López,metro,,,,,,186,13,4.138018844,13,4.138029381,Bueno,,San Cristóbal,Finca Amangala ,,,,
16283,2/11/2023,Sharon López,metro,,,,,,124,13.9,4.424497072,13.9,4.424508338,Bueno,,San Cristóbal,Finca Amangala ,,,,
16296,2/11/2023,Sharon López,metro,,,,,,114,10.4,3.310415075,10.4,3.310423505,Bueno,,San Cristóbal,Finca Amangala ,,,,
16271,2/11/2023,Sharon López,metro,,,,,,70,17.5,5.570409982,17.5,5.570424167,Bueno,,San Cristóbal,Finca Amangala ,,,,
16272,2/11/2023,Sharon López,metro,,,,,,176,21,6.684491979,21,6.684509001,Bueno,,San Cristóbal,Finca Amangala ,,,,
16295,2/11/2023,Sharon López,metro,,,,,,195,24.6,7.830404889,24.6,7.830424829,Bueno,,San Cristóbal,Finca Amangala ,,,,
16299,2/11/2023,Sharon López,metro,,,,,,169,16.1,5.124777184,16.1,5.124790234,Bueno,,San Cristóbal,Finca Amangala ,,,,
16320,2/11/2023,Sharon López,metro,,,,,,238,25.3,8.053221289,25.3,8.053241796,Bueno,,San Cristóbal,Finca Amangala ,,,,
16332,2/11/2023,Sharon López,metro,,,,,,,32,10.18589254,32,10.18591848,Bueno,No se tomó altura ,San Cristóbal,Finca Amangala ,,,,
16333,2/11/2023,Sharon López,metro,,,,,,208,20.6,6.557168322,20.6,6.55718502,Bueno,,San Cristóbal,Finca Amangala ,,,,
16354,2/11/2023,Sharon López,metro,,,,,,288,29.2,9.294626942,29.2,9.29465061,Bueno,,San Cristóbal,Finca Amangala ,,,,
16355,2/11/2023,Sharon López,metro,,,,,,178,24.8,7.894066718,24.8,7.89408682,Bueno,,San Cristóbal,Finca Amangala ,,,,
16438,2/11/2023,Sharon López,metro,,,,,,168,20.5,6.525337408,20.5,6.525354024,Bueno,,San Cristóbal,Finca Amangala ,,,,
16366,2/11/2023,Sharon López,metro,,,,,,211,36.2,11.52279093,36.2,11.52282028,Bueno,,San Cristóbal,Finca Amangala ,,,,
